country;continent;year;lifeExp;pop;gdpPercap
Equatorial Guinea;Africa;1972;40,51600;277603;672,4122571
Equatorial Guinea;Africa;1977;42,02400;192675;958,5668124
Equatorial Guinea;Africa;1982;43,66200;285483;927,8253427
Equatorial Guinea;Africa;1987;45,66400;341244;966,8968149
Equatorial Guinea;Africa;1992;47,54500;387838;1132,0550340
Equatorial Guinea;Africa;1997;48,24500;439971;2814,4807550
Equatorial Guinea;Africa;2002;49,34800;495627;7703,4959000
Equatorial Guinea;Africa;2007;51,57900;551201;12154,0897500
Eritrea;Africa;1952;35,92800;1438760;328,9405571
Eritrea;Africa;1957;38,04700;1542611;344,1618859
Eritrea;Africa;1962;40,15800;1666618;380,9958433
Eritrea;Africa;1967;42,18900;1820319;468,7949699
Eritrea;Africa;1972;44,14200;2260187;514,3242082
Eritrea;Africa;1977;44,53500;2512642;505,7538077
Eritrea;Africa;1982;43,89000;2637297;524,8758493
Eritrea;Africa;1987;46,45300;2915959;521,1341333
Eritrea;Africa;1992;49,99100;3668440;582,8585102
Eritrea;Africa;1997;53,37800;4058319;913,4707900
Eritrea;Africa;2002;55,24000;4414865;765,3500015
Eritrea;Africa;2007;58,04000;4906585;641,3695236
Ethiopia;Africa;1952;34,07800;20860941;362,1462796
Ethiopia;Africa;1957;36,66700;22815614;378,9041632
Ethiopia;Africa;1962;40,05900;25145372;419,4564161
Ethiopia;Africa;1967;42,11500;27860297;516,1186438
Ethiopia;Africa;1972;43,51500;30770372;566,2439442
Ethiopia;Africa;1977;44,51000;34617799;556,8083834
Ethiopia;Africa;1982;44,91600;38111756;577,8607471
Ethiopia;Africa;1987;46,68400;42999530;573,7413142
Ethiopia;Africa;1992;48,09100;52088559;421,3534653
Ethiopia;Africa;1997;49,40200;59861301;515,8894013
Ethiopia;Africa;2002;50,72500;67946797;530,0535319
Ethiopia;Africa;2007;52,94700;76511887;690,8055759
Finland;Europe;1952;66,55000;4090500;6424,5190710
Finland;Europe;1957;67,49000;4324000;7545,4153860
Finland;Europe;1962;68,75000;4491443;9371,8425610
Finland;Europe;1967;69,83000;4605744;10921,6362600
Finland;Europe;1972;70,87000;4639657;14358,8759000
Finland;Europe;1977;72,52000;4738902;15605,4228300
Finland;Europe;1982;74,55000;4826933;18533,1576100
Finland;Europe;1987;74,83000;4931729;21141,0122300
Finland;Europe;1992;75,70000;5041039;20647,1649900
Finland;Europe;1997;77,13000;5134406;23723,9502000
Finland;Europe;2002;78,37000;5193039;28204,5905700
Finland;Europe;2007;79,31300;5238460;33207,0844000
France;Europe;1952;67,41000;42459667;7029,8093270
France;Europe;1957;68,93000;44310863;8662,8348980
France;Europe;1962;70,51000;47124000;10560,4855300
France;Europe;1967;71,55000;49569000;12999,9176600
France;Europe;1972;72,38000;51732000;16107,1917100
France;Europe;1977;73,83000;53165019;18292,6351400
France;Europe;1982;74,89000;54433565;20293,8974600
France;Europe;1987;76,34000;55630100;22066,4421400
France;Europe;1992;77,46000;57374179;24703,7961500
France;Europe;1997;78,64000;58623428;25889,7848700
France;Europe;2002;79,59000;59925035;28926,0323400
France;Europe;2007;80,65700;61083916;30470,0167000
Gabon;Africa;1952;37,00300;420702;4293,4764750
Gabon;Africa;1957;38,99900;434904;4976,1980990
Gabon;Africa;1962;40,48900;455661;6631,4592220
Gabon;Africa;1967;44,59800;489004;8358,7619870
Gabon;Africa;1972;48,69000;537977;11401,9484100
Gabon;Africa;1977;52,79000;706367;21745,5732800
Gabon;Africa;1982;56,56400;753874;15113,3619400
Gabon;Africa;1987;60,19000;880397;11864,4084400
Gabon;Africa;1992;61,36600;985739;13522,1575200
Gabon;Africa;1997;60,46100;1126189;14722,8418800
Gabon;Africa;2002;56,76100;1299304;12521,7139200
Gabon;Africa;2007;56,73500;1454867;13206,4845200
Gambia;Africa;1952;30,00000;284320;485,2306591
Gambia;Africa;1957;32,06500;323150;520,9267111
Gambia;Africa;1962;33,89600;374020;599,6502760
Gambia;Africa;1967;35,85700;439593;734,7829124
Gambia;Africa;1972;38,30800;517101;756,0868363
Gambia;Africa;1977;41,84200;608274;884,7552507
Gambia;Africa;1982;45,58000;715523;835,8096108
Gambia;Africa;1987;49,26500;848406;611,6588611
Gambia;Africa;1992;52,64400;1025384;665,6244126
Gambia;Africa;1997;55,86100;1235767;653,7301704
Gambia;Africa;2002;58,04100;1457766;660,5855997
Gambia;Africa;2007;59,44800;1688359;752,7497265
Germany;Europe;1952;67,50000;69145952;7144,1143930
Germany;Europe;1957;69,10000;71019069;10187,8266500
Germany;Europe;1962;70,30000;73739117;12902,4629100
Germany;Europe;1967;70,80000;76368453;14745,6256100
Germany;Europe;1972;71,00000;78717088;18016,1802700
Germany;Europe;1977;72,50000;78160773;20512,9212300
Germany;Europe;1982;73,80000;78335266;22031,5327400
Germany;Europe;1987;74,84700;77718298;24639,1856600
Germany;Europe;1992;76,07000;80597764;26505,3031700
Germany;Europe;1997;77,34000;82011073;27788,8841600
Germany;Europe;2002;78,67000;82350671;30035,8019800
Germany;Europe;2007;79,40600;82400996;32170,3744200
Ghana;Africa;1952;43,14900;5581001;911,2989371
Ghana;Africa;1957;44,77900;6391288;1043,5615370
Ghana;Africa;1962;46,45200;7355248;1190,0411180
Ghana;Africa;1967;48,07200;8490213;1125,6971600
Ghana;Africa;1972;49,87500;9354120;1178,2237080
Ghana;Africa;1977;51,75600;10538093;993,2239571
Ghana;Africa;1982;53,74400;11400338;876,0325690
Ghana;Africa;1987;55,72900;14168101;847,0061135
Ghana;Africa;1992;57,50100;16278738;925,0601540
Ghana;Africa;1997;58,55600;18418288;1005,2458120
Ghana;Africa;2002;58,45300;20550751;1111,9845780
Ghana;Africa;2007;60,02200;22873338;1327,6089100
Greece;Europe;1952;65,86000;7733250;3530,6900670
Greece;Europe;1957;67,86000;8096218;4916,2998890
Greece;Europe;1962;69,51000;8448233;6017,1907330
Greece;Europe;1967;71,00000;8716441;8513,0970160
Greece;Europe;1972;72,34000;8888628;12724,8295700
Greece;Europe;1977;73,68000;9308479;14195,5242800
Greece;Europe;1982;75,24000;9786480;15268,4208900
Greece;Europe;1987;76,67000;9974490;16120,5283900
Greece;Europe;1992;77,03000;10325429;17541,4963400
Greece;Europe;1997;77,86900;10502372;18747,6981400
Greece;Europe;2002;78,25600;10603863;22514,2548000
Greece;Europe;2007;79,48300;10706290;27538,4118800
Guatemala;Americas;1952;42,02300;3146381;2428,2377690
Guatemala;Americas;1957;44,14200;3640876;2617,1559670
Guatemala;Americas;1962;46,95400;4208858;2750,3644460
Guatemala;Americas;1967;50,01600;4690773;3242,5311470
Guatemala;Americas;1972;53,73800;5149581;4031,4082710
Guatemala;Americas;1977;56,02900;5703430;4879,9927480
Guatemala;Americas;1982;58,13700;6395630;4820,4947900
Guatemala;Americas;1987;60,78200;7326406;4246,4859740
Guatemala;Americas;1992;63,37300;8486949;4439,4508400
Guatemala;Americas;1997;66,32200;9803875;4684,3138070
Guatemala;Americas;2002;68,97800;11178650;4858,3474950
Guatemala;Americas;2007;70,25900;12572928;5186,0500030
Guinea;Africa;1952;33,60900;2664249;510,1964923
Guinea;Africa;1957;34,55800;2876726;576,2670245
Guinea;Africa;1962;35,75300;3140003;686,3736739
Guinea;Africa;1967;37,19700;3451418;708,7595409
Guinea;Africa;1972;38,84200;3811387;741,6662307
Guinea;Africa;1977;40,76200;4227026;874,6858643
Guinea;Africa;1982;42,89100;4710497;857,2503577
Guinea;Africa;1987;45,55200;5650262;805,5724718
Guinea;Africa;1992;48,57600;6990574;794,3484384
Guinea;Africa;1997;51,45500;8048834;869,4497668
Guinea;Africa;2002;53,67600;8807818;945,5835837
Guinea;Africa;2007;56,00700;9947814;942,6542111
Guinea-Bissau;Africa;1952;32,50000;580653;299,8503190
Guinea-Bissau;Africa;1957;33,48900;601095;431,7904566
Guinea-Bissau;Africa;1962;34,48800;627820;522,0343725
Guinea-Bissau;Africa;1967;35,49200;601287;715,5806402
Guinea-Bissau;Africa;1972;36,48600;625361;820,2245876
Guinea-Bissau;Africa;1977;37,46500;745228;764,7259628
Guinea-Bissau;Africa;1982;39,32700;825987;838,1239671
Guinea-Bissau;Africa;1987;41,24500;927524;736,4153921
Guinea-Bissau;Africa;1992;43,26600;1050938;745,5398706
Guinea-Bissau;Africa;1997;44,87300;1193708;796,6644681
Guinea-Bissau;Africa;2002;45,50400;1332459;575,7047176
Guinea-Bissau;Africa;2007;46,38800;1472041;579,2317430
Haiti;Americas;1952;37,57900;3201488;1840,3669390
Haiti;Americas;1957;40,69600;3507701;1726,8878820
Haiti;Americas;1962;43,59000;3880130;1796,5890320
Haiti;Americas;1967;46,24300;4318137;1452,0576660
Haiti;Americas;1972;48,04200;4698301;1654,4569460
Haiti;Americas;1977;49,92300;4908554;1874,2989310
Haiti;Americas;1982;51,46100;5198399;2011,1595490
Haiti;Americas;1987;53,63600;5756203;1823,0159950
Haiti;Americas;1992;55,08900;6326682;1456,3095170
Haiti;Americas;1997;56,67100;6913545;1341,7269310
Haiti;Americas;2002;58,13700;7607651;1270,3649320
Haiti;Americas;2007;60,91600;8502814;1201,6371540
Honduras;Americas;1952;41,91200;1517453;2194,9262040
Honduras;Americas;1957;44,66500;1770390;2220,4876820
Honduras;Americas;1962;48,04100;2090162;2291,1568350
Honduras;Americas;1967;50,92400;2500689;2538,2693580
Honduras;Americas;1972;53,88400;2965146;2529,8423450
Honduras;Americas;1977;57,40200;3055235;3203,2080660
Honduras;Americas;1982;60,90900;3669448;3121,7607940
Honduras;Americas;1987;64,49200;4372203;3023,0966990
Honduras;Americas;1992;66,39900;5077347;3081,6946030
Honduras;Americas;1997;67,65900;5867957;3160,4549060
Honduras;Americas;2002;68,56500;6677328;3099,7286600
Honduras;Americas;2007;70,19800;7483763;3548,3308460
Hong Kong, China;Asia;1952;60,96000;2125900;3054,4212090
Hong Kong, China;Asia;1957;64,75000;2736300;3629,0764570
Hong Kong, China;Asia;1962;67,65000;3305200;4692,6482720
Hong Kong, China;Asia;1967;70,00000;3722800;6197,9628140
Hong Kong, China;Asia;1972;72,00000;4115700;8315,9281450
Hong Kong, China;Asia;1977;73,60000;4583700;11186,1412500
Hong Kong, China;Asia;1982;75,45000;5264500;14560,5305100
Hong Kong, China;Asia;1987;76,20000;5584510;20038,4726900
Hong Kong, China;Asia;1992;77,60100;5829696;24757,6030100
Hong Kong, China;Asia;1997;80,00000;6495918;28377,6321900
Hong Kong, China;Asia;2002;81,49500;6762476;30209,0151600
Hong Kong, China;Asia;2007;82,20800;6980412;39724,9786700
Hungary;Europe;1952;64,03000;9504000;5263,6738160
Hungary;Europe;1957;66,41000;9839000;6040,1800110
Hungary;Europe;1962;67,96000;10063000;7550,3598770
Hungary;Europe;1967;69,50000;10223422;9326,6446700
Hungary;Europe;1972;69,76000;10394091;10168,6561100
Hungary;Europe;1977;69,95000;10637171;11674,8373700
Hungary;Europe;1982;69,39000;10705535;12545,9906600
Hungary;Europe;1987;69,58000;10612740;12986,4799800
Hungary;Europe;1992;69,17000;10348684;10535,6285500
Hungary;Europe;1997;71,04000;10244684;11712,7768000
Hungary;Europe;2002;72,59000;10083313;14843,9355600
Hungary;Europe;2007;73,33800;9956108;18008,9444400
Iceland;Europe;1952;72,49000;147962;7267,6884280
Iceland;Europe;1957;73,47000;165110;9244,0014120
Iceland;Europe;1962;73,68000;182053;10350,1590600
Iceland;Europe;1967;73,73000;198676;13319,8956800
Iceland;Europe;1972;74,46000;209275;15798,0636200
Iceland;Europe;1977;76,11000;221823;19654,9624700
Iceland;Europe;1982;76,99000;233997;23269,6075000
Iceland;Europe;1987;77,23000;244676;26923,2062800
Iceland;Europe;1992;78,77000;259012;25144,3920100
Iceland;Europe;1997;78,95000;271192;28061,0996600
Iceland;Europe;2002;80,50000;288030;31163,2019600
Iceland;Europe;2007;81,75700;301931;36180,7891900
India;Asia;1952;37,37300;372000000;546,5657493
India;Asia;1957;40,24900;409000000;590,0619960
India;Asia;1962;43,60500;454000000;658,3471509
India;Asia;1967;47,19300;506000000;700,7706107
India;Asia;1972;50,65100;567000000;724,0325270
India;Asia;1977;54,20800;634000000;813,3373230
India;Asia;1982;56,59600;708000000;855,7235377
India;Asia;1987;58,55300;788000000;976,5126756
India;Asia;1992;60,22300;872000000;1164,4068090
India;Asia;1997;61,76500;959000000;1458,8174420
India;Asia;2002;62,87900;1034172547;1746,7694540
India;Asia;2007;64,69800;1110396331;2452,2104070
Indonesia;Asia;1952;37,46800;82052000;749,6816546
Indonesia;Asia;1957;39,91800;90124000;858,9002707
Indonesia;Asia;1962;42,51800;99028000;849,2897701
Indonesia;Asia;1967;45,96400;109343000;762,4317721
Indonesia;Asia;1972;49,20300;121282000;1111,1079070
Indonesia;Asia;1977;52,70200;136725000;1382,7020560
Indonesia;Asia;1982;56,15900;153343000;1516,8729880
Indonesia;Asia;1987;60,13700;169276000;1748,3569610
Indonesia;Asia;1992;62,68100;184816000;2383,1408980
Indonesia;Asia;1997;66,04100;199278000;3119,3356030
Indonesia;Asia;2002;68,58800;211060000;2873,9128700
Indonesia;Asia;2007;70,65000;223547000;3540,6515640
Iran;Asia;1952;44,86900;17272000;3035,3260020
Iran;Asia;1957;47,18100;19792000;3290,2576430
Iran;Asia;1962;49,32500;22874000;4187,3298020
Iran;Asia;1967;52,46900;26538000;5906,7318050
Iran;Asia;1972;55,23400;30614000;9613,8186070
Iran;Asia;1977;57,70200;35480679;11888,5950800
Iran;Asia;1982;59,62000;43072751;7608,3346020
Iran;Asia;1987;63,04000;51889696;6642,8813710
Iran;Asia;1992;65,74200;60397973;7235,6531880
Iran;Asia;1997;68,04200;63327987;8263,5903010
Iran;Asia;2002;69,45100;66907826;9240,7619750
Iran;Asia;2007;70,96400;69453570;11605,7144900
Iraq;Asia;1952;45,32000;5441766;4129,7660560
Iraq;Asia;1957;48,43700;6248643;6229,3335620
Iraq;Asia;1962;51,45700;7240260;8341,7378150
Iraq;Asia;1967;54,45900;8519282;8931,4598110
Iraq;Asia;1972;56,95000;10061506;9576,0375960
Iraq;Asia;1977;60,41300;11882916;14688,2350700
Iraq;Asia;1982;62,03800;14173318;14517,9071100
Iraq;Asia;1987;65,04400;16543189;11643,5726800
Iraq;Asia;1992;59,46100;17861905;3745,6406870
Iraq;Asia;1997;58,81100;20775703;3076,2397950
Iraq;Asia;2002;57,04600;24001816;4390,7173120
Iraq;Asia;2007;59,54500;27499638;4471,0619060
Ireland;Europe;1952;66,91000;2952156;5210,2803280
Ireland;Europe;1957;68,90000;2878220;5599,0778720
Ireland;Europe;1962;70,29000;2830000;6631,5973140
Ireland;Europe;1967;71,08000;2900100;7655,5689630
Ireland;Europe;1972;71,28000;3024400;9530,7728960
Ireland;Europe;1977;72,03000;3271900;11150,9811300
Ireland;Europe;1982;73,10000;3480000;12618,3214100
Ireland;Europe;1987;74,36000;3539900;13872,8665200
Ireland;Europe;1992;75,46700;3557761;17558,8155500
Ireland;Europe;1997;76,12200;3667233;24521,9471300
Ireland;Europe;2002;77,78300;3879155;34077,0493900
Ireland;Europe;2007;78,88500;4109086;40675,9963500
Israel;Asia;1952;65,39000;1620914;4086,5221280
Israel;Asia;1957;67,84000;1944401;5385,2784510
Israel;Asia;1962;69,39000;2310904;7105,6307060
Israel;Asia;1967;70,75000;2693585;8393,7414040
Israel;Asia;1972;71,63000;3095893;12786,9322300
Israel;Asia;1977;73,06000;3495918;13306,6192100
Israel;Asia;1982;74,45000;3858421;15367,0292000
Israel;Asia;1987;75,60000;4203148;17122,4798600
Israel;Asia;1992;76,93000;4936550;18051,5225400
Israel;Asia;1997;78,26900;5531387;20896,6092400
Israel;Asia;2002;79,69600;6029529;21905,5951400
Israel;Asia;2007;80,74500;6426679;25523,2771000
Italy;Europe;1952;65,94000;47666000;4931,4041550
Italy;Europe;1957;67,81000;49182000;6248,6562320
Italy;Europe;1962;69,24000;50843200;8243,5823400
Italy;Europe;1967;71,06000;52667100;10022,4013100
Italy;Europe;1972;72,19000;54365564;12269,2737800
Italy;Europe;1977;73,48000;56059245;14255,9847500
Italy;Europe;1982;74,98000;56535636;16537,4835000
Italy;Europe;1987;76,42000;56729703;19207,2348200
Italy;Europe;1992;77,44000;56840847;22013,6448600
Italy;Europe;1997;78,82000;57479469;24675,0244600
Italy;Europe;2002;80,24000;57926999;27968,0981700
Italy;Europe;2007;80,54600;58147733;28569,7197000
Jamaica;Americas;1952;58,53000;1426095;2898,5308810
Jamaica;Americas;1957;62,61000;1535090;4756,5257810
Jamaica;Americas;1962;65,61000;1665128;5246,1075240
Jamaica;Americas;1967;67,51000;1861096;6124,7034510
Jamaica;Americas;1972;69,00000;1997616;7433,8892930
Jamaica;Americas;1977;70,11000;2156814;6650,1955730
Jamaica;Americas;1982;71,21000;2298309;6068,0513500
Jamaica;Americas;1987;71,77000;2326606;6351,2374950
Jamaica;Americas;1992;71,76600;2378618;7404,9236850
Jamaica;Americas;1997;72,26200;2531311;7121,9247040
Jamaica;Americas;2002;72,04700;2664659;6994,7748610
Jamaica;Americas;2007;72,56700;2780132;7320,8802620
Japan;Asia;1952;63,03000;86459025;3216,9563470
Japan;Asia;1957;65,50000;91563009;4317,6943650
Japan;Asia;1962;68,73000;95831757;6576,6494610
Japan;Asia;1967;71,43000;100825279;9847,7886070
Japan;Asia;1972;73,42000;107188273;14778,7863600
Japan;Asia;1977;75,38000;113872473;16610,3770100
Japan;Asia;1982;77,11000;118454974;19384,1057100
Japan;Asia;1987;78,67000;122091325;22375,9418900
Japan;Asia;1992;79,36000;124329269;26824,8951100
Japan;Asia;1997;80,69000;125956499;28816,5849900
Japan;Asia;2002;82,00000;127065841;28604,5919000
Japan;Asia;2007;82,60300;127467972;31656,0680600
Jordan;Asia;1952;43,15800;607914;1546,9078070
Jordan;Asia;1957;45,66900;746559;1886,0805910
Jordan;Asia;1962;48,12600;933559;2348,0091580
Jordan;Asia;1967;51,62900;1255058;2741,7962520
Jordan;Asia;1972;56,52800;1613551;2110,8563090
Jordan;Asia;1977;61,13400;1937652;2852,3515680
Jordan;Asia;1982;63,73900;2347031;4161,4159590
Jordan;Asia;1987;65,86900;2820042;4448,6799120
Jordan;Asia;1992;68,01500;3867409;3431,5936470
Jordan;Asia;1997;69,77200;4526235;3645,3795720
Jordan;Asia;2002;71,26300;5307470;3844,9171940
Jordan;Asia;2007;72,53500;6053193;4519,4611710
Kenya;Africa;1952;42,27000;6464046;853,5409190
Kenya;Africa;1957;44,68600;7454779;944,4383152
Kenya;Africa;1962;47,94900;8678557;896,9663732
Kenya;Africa;1967;50,65400;10191512;1056,7364570
Kenya;Africa;1972;53,55900;12044785;1222,3599680
Kenya;Africa;1977;56,15500;14500404;1267,6132040
Kenya;Africa;1982;58,76600;17661452;1348,2257910
Kenya;Africa;1987;59,33900;21198082;1361,9368560
Kenya;Africa;1992;59,28500;25020539;1341,9217210
Kenya;Africa;1997;54,40700;28263827;1360,4850210
Kenya;Africa;2002;50,99200;31386842;1287,5147320
Kenya;Africa;2007;54,11000;35610177;1463,2492820
Korea, Dem. Rep.;Asia;1952;50,05600;8865488;1088,2777580
Korea, Dem. Rep.;Asia;1957;54,08100;9411381;1571,1346550
Korea, Dem. Rep.;Asia;1962;56,65600;10917494;1621,6935980
Korea, Dem. Rep.;Asia;1967;59,94200;12617009;2143,5406090
Korea, Dem. Rep.;Asia;1972;63,98300;14781241;3701,6215030
Korea, Dem. Rep.;Asia;1977;67,15900;16325320;4106,3012490
Korea, Dem. Rep.;Asia;1982;69,10000;17647518;4106,5252930
Korea, Dem. Rep.;Asia;1987;70,64700;19067554;4106,4923150
Korea, Dem. Rep.;Asia;1992;69,97800;20711375;3726,0635070
Korea, Dem. Rep.;Asia;1997;67,72700;21585105;1690,7568140
Korea, Dem. Rep.;Asia;2002;66,66200;22215365;1646,7581510
Korea, Dem. Rep.;Asia;2007;67,29700;23301725;1593,0654800
Korea, Rep.;Asia;1952;47,45300;20947571;1030,5922260
Korea, Rep.;Asia;1957;52,68100;22611552;1487,5935370
Korea, Rep.;Asia;1962;55,29200;26420307;1536,3443870
Korea, Rep.;Asia;1967;57,71600;30131000;2029,2281420
Korea, Rep.;Asia;1972;62,61200;33505000;3030,8766500
Korea, Rep.;Asia;1977;64,76600;36436000;4657,2210200
Korea, Rep.;Asia;1982;67,12300;39326000;5622,9424640
Korea, Rep.;Asia;1987;69,81000;41622000;8533,0888050
Korea, Rep.;Asia;1992;72,24400;43805450;12104,2787200
Korea, Rep.;Asia;1997;74,64700;46173816;15993,5279600
Korea, Rep.;Asia;2002;77,04500;47969150;19233,9881800
Korea, Rep.;Asia;2007;78,62300;49044790;23348,1397300
Kuwait;Asia;1952;55,56500;160000;108382,3529000
Kuwait;Asia;1957;58,03300;212846;113523,1329000
Kuwait;Asia;1962;60,47000;358266;95458,1117600
Kuwait;Asia;1967;64,62400;575003;80894,8832600
Kuwait;Asia;1972;67,71200;841934;109347,8670000
Kuwait;Asia;1977;69,34300;1140357;59265,4771400
Kuwait;Asia;1982;71,30900;1497494;31354,0357300
Kuwait;Asia;1987;74,17400;1891487;28118,4299800
Kuwait;Asia;1992;75,19000;1418095;34932,9195900
Kuwait;Asia;1997;76,15600;1765345;40300,6199600
Kuwait;Asia;2002;76,90400;2111561;35110,1056600
Kuwait;Asia;2007;77,58800;2505559;47306,9897800
Lebanon;Asia;1952;55,92800;1439529;4834,8040670
Lebanon;Asia;1957;59,48900;1647412;6089,7869340
Lebanon;Asia;1962;62,09400;1886848;5714,5606110
Lebanon;Asia;1967;63,87000;2186894;6006,9830420
Lebanon;Asia;1972;65,42100;2680018;7486,3843410
Lebanon;Asia;1977;66,09900;3115787;8659,6968360
Lebanon;Asia;1982;66,98300;3086876;7640,5195210
Lebanon;Asia;1987;67,92600;3089353;5377,0913290
Lebanon;Asia;1992;69,29200;3219994;6890,8068540
Lebanon;Asia;1997;70,26500;3430388;8754,9638500
Lebanon;Asia;2002;71,02800;3677780;9313,9388300
Lebanon;Asia;2007;71,99300;3921278;10461,0586800
Lesotho;Africa;1952;42,13800;748747;298,8462121
Lesotho;Africa;1957;45,04700;813338;335,9971151
Lesotho;Africa;1962;47,74700;893143;411,8006266
Lesotho;Africa;1967;48,49200;996380;498,6390265
Lesotho;Africa;1972;49,76700;1116779;496,5815922
Lesotho;Africa;1977;52,20800;1251524;745,3695408
Lesotho;Africa;1982;55,07800;1411807;797,2631074
Lesotho;Africa;1987;57,18000;1599200;773,9932141
Lesotho;Africa;1992;59,68500;1803195;977,4862725
Lesotho;Africa;1997;55,55800;1982823;1186,1479940
Lesotho;Africa;2002;44,59300;2046772;1275,1845750
Lesotho;Africa;2007;42,59200;2012649;1569,3314420
Liberia;Africa;1952;38,48000;863308;575,5729961
Liberia;Africa;1957;39,48600;975950;620,9699901
Liberia;Africa;1962;40,50200;1112796;634,1951625
Liberia;Africa;1967;41,53600;1279406;713,6036483
Liberia;Africa;1972;42,61400;1482628;803,0054535
Liberia;Africa;1977;43,76400;1703617;640,3224383
Liberia;Africa;1982;44,85200;1956875;572,1995694
Liberia;Africa;1987;46,02700;2269414;506,1138573
Liberia;Africa;1992;40,80200;1912974;636,6229191
Liberia;Africa;1997;42,22100;2200725;609,1739508
Liberia;Africa;2002;43,75300;2814651;531,4823679
Liberia;Africa;2007;45,67800;3193942;414,5073415
Libya;Africa;1952;42,72300;1019729;2387,5480600
Libya;Africa;1957;45,28900;1201578;3448,2843950
Libya;Africa;1962;47,80800;1441863;6757,0308160
Libya;Africa;1967;50,22700;1759224;18772,7516900
Libya;Africa;1972;52,77300;2183877;21011,4972100
Libya;Africa;1977;57,44200;2721783;21951,2117600
Libya;Africa;1982;62,15500;3344074;17364,2753800
Libya;Africa;1987;66,23400;3799845;11770,5898000
Libya;Africa;1992;68,75500;4364501;9640,1385010
Libya;Africa;1997;71,55500;4759670;9467,4460560
Libya;Africa;2002;72,73700;5368585;9534,6774670
Libya;Africa;2007;73,95200;6036914;12057,4992800
Madagascar;Africa;1952;36,68100;4762912;1443,0117150
Madagascar;Africa;1957;38,86500;5181679;1589,2027500
Madagascar;Africa;1962;40,84800;5703324;1643,3871100
Madagascar;Africa;1967;42,88100;6334556;1634,0472820
Madagascar;Africa;1972;44,85100;7082430;1748,5629820
Madagascar;Africa;1977;46,88100;8007166;1544,2285860
Madagascar;Africa;1982;48,96900;9171477;1302,8786580
Madagascar;Africa;1987;49,35000;10568642;1155,4419480
Madagascar;Africa;1992;52,21400;12210395;1040,6761900
Madagascar;Africa;1997;54,97800;14165114;986,2958956
Madagascar;Africa;2002;57,28600;16473477;894,6370822
Madagascar;Africa;2007;59,44300;19167654;1044,7701260
Malawi;Africa;1952;36,25600;2917802;369,1650802
Malawi;Africa;1957;37,20700;3221238;416,3698064
Malawi;Africa;1962;38,41000;3628608;427,9010856
Malawi;Africa;1967;39,48700;4147252;495,5147806
Malawi;Africa;1972;41,76600;4730997;584,6219709
Malawi;Africa;1977;43,76700;5637246;663,2236766
Malawi;Africa;1982;45,64200;6502825;632,8039209
Malawi;Africa;1987;47,45700;7824747;635,5173634
Malawi;Africa;1992;49,42000;10014249;563,2000145
Malawi;Africa;1997;47,49500;10419991;692,2758103
Malawi;Africa;2002;45,00900;11824495;665,4231186
Malawi;Africa;2007;48,30300;13327079;759,3499101
Malaysia;Asia;1952;48,46300;6748378;1831,1328940
Malaysia;Asia;1957;52,10200;7739235;1810,0669920
Malaysia;Asia;1962;55,73700;8906385;2036,8849440
Malaysia;Asia;1967;59,37100;10154878;2277,7423960
Malaysia;Asia;1972;63,01000;11441462;2849,0947800
Malaysia;Asia;1977;65,25600;12845381;3827,9215710
Malaysia;Asia;1982;68,00000;14441916;4920,3559510
Malaysia;Asia;1987;69,50000;16331785;5249,8026530
Malaysia;Asia;1992;70,69300;18319502;7277,9128020
Malaysia;Asia;1997;71,93800;20476091;10132,9096400
Malaysia;Asia;2002;73,04400;22662365;10206,9779400
Malaysia;Asia;2007;74,24100;24821286;12451,6558000
Mali;Africa;1952;33,68500;3838168;452,3369807
Mali;Africa;1957;35,30700;4241884;490,3821867
Mali;Africa;1962;36,93600;4690372;496,1743428
Mali;Africa;1967;38,48700;5212416;545,0098873
Mali;Africa;1972;39,97700;5828158;581,3688761
Mali;Africa;1977;41,71400;6491649;686,3952693
Mali;Africa;1982;43,91600;6998256;618,0140641
Mali;Africa;1987;46,36400;7634008;684,1715576
Mali;Africa;1992;48,38800;8416215;739,0143750
Mali;Africa;1997;49,90300;9384984;790,2579846
Mali;Africa;2002;51,81800;10580176;951,4097518
Mali;Africa;2007;54,46700;12031795;1042,5815570
Mauritania;Africa;1952;40,54300;1022556;743,1159097
Mauritania;Africa;1957;42,33800;1076852;846,1202613
Mauritania;Africa;1962;44,24800;1146757;1055,8960360
Mauritania;Africa;1967;46,28900;1230542;1421,1451930
Mauritania;Africa;1972;48,43700;1332786;1586,8517810
Mauritania;Africa;1977;50,85200;1456688;1497,4922230
Mauritania;Africa;1982;53,59900;1622136;1481,1501890
Mauritania;Africa;1987;56,14500;1841240;1421,6035760
Mauritania;Africa;1992;58,33300;2119465;1361,3697840
Mauritania;Africa;1997;60,43000;2444741;1483,1361360
Mauritania;Africa;2002;62,24700;2828858;1579,0195430
Mauritania;Africa;2007;64,16400;3270065;1803,1514960
Mauritius;Africa;1952;50,98600;516556;1967,9557070
Mauritius;Africa;1957;58,08900;609816;2034,0379810
Mauritius;Africa;1962;60,24600;701016;2529,0674870
Mauritius;Africa;1967;61,55700;789309;2475,3875620
Mauritius;Africa;1972;62,94400;851334;2575,4841580
Mauritius;Africa;1977;64,93000;913025;3710,9829630
Mauritius;Africa;1982;66,71100;992040;3688,0377390
Mauritius;Africa;1987;68,74000;1042663;4783,5869030
